title,author(s),retail_price,discounted/sale_price,isbn10,book_type,number_of_pages,input_isbn
Across the Seas,Griff Hosker,9.19,9.19,0463983092,ePUB,,9780463983096
The Twits,Roald Dahl,9.99,9.99,0141930160,ePUB,112.0,9780141930169
The Screwtape Letters: Letters From A Senior To A Junior Devil,C. S. Lewis,19.99,18.25,0007461240,Paperback,224.0,9780007461240
The Great Hunt,Robert Jordan,11.99,11.99,0748115358,ePUB,736.0,9780748115358
American Royals,Katharine McGee,9.99,9.99,0241365988,ePUB,368.0,9780241365984
Familiar Stranger,Stuart Hall,15.99,15.99,0241290007,ePUB,256.0,9780241290002
Star Trek,Diane Duane,5.99,5.99,0743422279,ePUB,256.0,9780743422277
Magnus Chase and the Sword of Summer (Book 1),Rick Riordan,9.99,9.99,0141342439,ePUB,528.0,9780141342436
Boy,Roald Dahl,9.99,9.99,0141903120,ePUB,192.0,9780141903125
The Lost (Paula Maguire 1),Claire McGowan,11.99,11.99,0755386396,ePUB,305.0,9780755386390
Homage to Catalonia,George Orwell,15.99,15.99,0141911719,ePUB,272.0,9780141911717
Anxiety,Joshua Fletcher,9.38,9.38,1310517223,ePUB,,9781310517228
Darkfever,Karen Marie Moning,14.66,11.99,044033635X,ePUB,,9780440336358
George Washington's Secret Six,Brian Kilmeade|Don Yaeger,22.29,17.99,0698137655,ePUB,288.0,9780698137653
Kiss,Jill Mansell,26.99,26.4,0755332555,Paperback,512.0,9780755332557
Angels,Marian Keyes,15.99,15.99,0141928689,ePUB,496.0,9780141928685
The Name of the Wind,Patrick Rothfuss,12.99,12.99,0575087056,ePUB,672.0,9780575087057
The Night Stalker,Chris Carter,12.99,12.99,0857202995,ePUB,464.0,9780857202994
The Jury Master,Robert Dugoni,17.99,17.99,0446539651,ePUB,300.0,9780446539654
The Book of Why,Judea Pearl|Dana Mackenzie,16.99,16.99,0241242649,ePUB,400.0,9780241242643
Jamie's Food Tube,Gennaro Contaldo,14.99,14.99,1405921102,ePUB,128.0,9781405921107
The Sapphire Widow,Dinah Jefferies,15.99,15.99,0241980755,ePUB,400.0,9780241980750
Blow Fly,Patricia Cornwell,11.99,11.99,0748109269,ePUB,544.0,9780748109265
Couples That Work,Jennifer Petriglieri,18.99,18.99,0241379016,ePUB,304.0,9780241379011
Time of Contempt,Andrzej Sapkowski,12.99,12.99,0575088435,ePUB,320.0,9780575088436
Typhoon Fury,Clive Cussler|Boyd Morrison,15.99,15.99,1405927690,ePUB,480.0,9781405927697
A Maiden's Grave,Jeffery Deaver,14.66,11.99,1101209356,ePUB,,9781101209356
The Eagle's Conquest (Eagles of the Empire 2),Simon Scarrow,12.99,12.99,0755350847,ePUB,448.0,9780755350841
No One Left To Tell (The Baltimore Series Book 2),Karen Rose,11.99,11.99,0755373979,ePUB,451.0,9780755373970
The Snow Child,Eowyn Ivey,12.99,12.99,075538055X,ePUB,318.0,9780755380558
Made Things,Adrian Tchaikovsky,6.22,5.99,1250232988,ePUB,,9781250232984
Percy Jackson and the Sea of Monsters (Book 2),Rick Riordan,12.99,12.99,0141926902,ePUB,288.0,9780141926902
Strata,Terry Pratchett,14.99,14.99,1407035533,ePUB,288.0,9781407035536
The Hunger Games (USA Edition),Suzanne Collins,40.95,40.95,0439023483,Hardcover,384.0,9780439023481
Conversations with Friends,Sally Rooney,16.49,14.99,0571333141,ePUB,272.0,9780571333141
The Divine Comedy,Dante Alighieri,25.7,20.99,1101117990,ePUB,928.0,9781101117996
Misbehaving,Richard H. Thaler,16.99,16.99,0141966157,ePUB,256.0,9780141966151
My East End,Gilda O'Neill,15.99,15.99,0141929383,ePUB,384.0,9780141929385
Artemis Fowl and The Arctic Incident,Eoin Colfer,9.99,9.99,014192957X,ePUB,336.0,9780141929576
23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,15.99,15.99,0141957867,ePUB,304.0,9780141957869
Myers+Chang at Home,Joanne Chang|Karen Akunowicz,46.19,36.99,0544836731,ePUB,320.0,9780544836730
The Promise,Lesley Pearse,15.99,15.99,0141964081,ePUB,528.0,9780141964089
How I Became The Fittest Woman On Earth,Tia-Clair Toomey,17.59,16.99,0646987283,ePUB,202.0,9780646987286
Excalibur,Bernard Cornwell,15.99,15.99,014192974X,ePUB,496.0,9780141929743
Mastering Color Knitting,Melissa Leapman,15.42,12.99,030796549X,ePUB,,9780307965493
Stitch 'N Bitch Crochet,Debbie Stoller,23.99,23.99,0761174982,ePUB,250.0,9780761174981
Lord of Chaos,Robert Jordan,12.99,12.99,0748115390,ePUB,1056.0,9780748115396
Blood Ties,Samantha Hayes,12.99,12.99,0755376609,ePUB,307.0,9780755376605
A Wartime Christmas,Carol Rivers,8.99,8.99,0857208349,ePUB,464.0,9780857208347
No Way Back,M. J. Arlidge,2.99,2.99,1405926953,ePUB,40.0,9781405926959
Feel Better In 5,Dr Rangan Chatterjee,19.99,19.99,0241397812,ePUB,272.0,9780241397817
Infinity Gauntlet,Jim Starlin,16.12,12.99,0785170650,ePUB,,9780785170655
The Mark of Athena (Heroes of Olympus Book 3),Rick Riordan,12.99,12.99,0141967560,ePUB,592.0,9780141967561
Escaping Destiny,Amelia Hutchins,6.99,6.99,0991190920,ePUB,,9780991190928
The 7 Habits Of Highly Effective Teenagers,Sean Covey,16.99,16.99,0857206478,ePUB,288.0,9780857206473
The Five Dysfunctions of a Team,Patrick M. Lencioni,32.99,32.99,0470893869,ePUB,240.0,9780470893869
Christmas Bells,Jennifer Chiaverini,18.85,15.99,0698407091,ePUB,,9780698407091
The King's Men,Nora Sakavic,1.43,1.43,1310839697,ePUB,,9781310839696
Dubliners,James Joyce|Malachy McCourt,8.55,7.99,1101042184,ePUB,272.0,9781101042182
I'm a T. Rex!,Dennis R. Shealy,8.79,7.99,0307978885,ePUB,,9780307978882
The Beach,Alex Garland,15.99,15.99,0141941448,ePUB,448.0,9780141941448
Lucy Sullivan is Getting Married,Marian Keyes,15.99,15.99,1405935162,ePUB,672.0,9781405935166
The Green Mile,Stephen King,13.99,13.99,0575087307,ePUB,448.0,9780575087309
The Crowded Grave,Martin Walker,11.99,11.99,0857389572,ePUB,320.0,9780857389572
Eeny Meeny,M. J. Arlidge,15.99,15.99,1405914890,ePUB,464.0,9781405914895
Nineteen Eighty-Four,George Orwell,10.99,10.99,0141919957,ePUB,400.0,9780141919959
The Cake Bible,Rose Levy Beranbaum,42.99,42.99,0544859561,ePUB,560.0,9780544859562
Midnight in the Garden of Good and Evil,John Berendt,25.7,20.99,0307538370,ePUB,,9780307538376
Tao Te Ching,Lao Tzu,10.99,10.99,014192232X,ePUB,192.0,9780141922324
The Rainmaker,John Grisham,15.99,15.99,140705919X,ePUB,720.0,9781407059198
Thor,Jason Aaron,13.19,10.99,1302013769,ePUB,,9781302013769
The Queen and I,Sue Townsend,15.99,15.99,0141938331,ePUB,288.0,9780141938332
A Liverpool Legacy,Anne Baker,27.75,27.75,0755399609,Paperback,384.0,9780755399604
The Murder Room,P. D. James,14.29,12.99,0571247032,ePUB,320.0,9780571247035
Fatal Cut,June Hampson,11.99,11.99,1409106969,ePUB,320.0,9781409106968
All the Bright Places,Jennifer Niven,12.99,12.99,0141357045,ePUB,300.0,9780141357041
The Prize,Julie Garwood,17.14,13.99,1101533471,ePUB,1.0,9781101533475
Let's Explore Diabetes With Owls,David Sedaris,12.99,12.99,0748123059,ePUB,288.0,9780748123056
Exit West,Mohsin Hamid,15.99,15.99,0241979072,ePUB,240.0,9780241979075
Alone in Berlin,Hans Fallada,15.99,15.99,0141908734,ePUB,608.0,9780141908731
Born Fearless,Phil Campion,12.99,12.99,0857384414,ePUB,352.0,9780857384416
The Autobiography of Saint Therese,,22.01,17.99,0307778088,ePUB,,9780307778086
Persuasion,Jane Austen,3.99,3.99,0553904566,ePUB,,9780553904567
Night Watch,Terry Pratchett,15.99,15.99,1407035320,ePUB,480.0,9781407035321
Safe Haven,Nicholas Sparks,11.99,11.99,0748122664,ePUB,320.0,9780748122660
My Mother's Secret,J.L. Witterick,23.99,19.99,0698151526,ePUB,208.0,9780698151529
The Bhagavad Gita,,14.99,14.99,0141396210,ePUB,288.0,9780141396217
Dracula,Bram Stoker,1.45,1.45,0486114759,ePUB,336.0,9780486114750
The Language Instinct,Steven Pinker,16.99,16.99,0141929685,ePUB,496.0,9780141929682
Healing Back Pain,John E. Sarno,12.99,12.99,0759520844,ePUB,300.0,9780759520844
Harriet Tubman,Catherine Clinton,21.99,21.99,0759509778,ePUB,300.0,9780759509771
A Walk In The Park,Jill Mansell,12.99,12.99,0755355970,ePUB,362.0,9780755355976
Ancillary Sword,Ann Leckie,11.99,11.99,1405525851,ePUB,384.0,9781405525855
The Art of Statistics,David Spiegelhalter,15.99,15.99,0241258758,ePUB,256.0,9780241258750
Redeeming Your Bloodline,Hrvoje Sirovina,32.63,32.63,0768448883,Paperback,224.0,9780768448887
The Lollipop Shoes (Chocolat 2),Joanne Harris,15.99,15.99,1407039652,ePUB,592.0,9781407039657
Liar Liar,M. J. Arlidge,15.99,15.99,1405919221,ePUB,314.0,9781405919227
A Clockwork Orange,Anthony Burgess,15.99,15.99,0141908327,ePUB,176.0,9780141908328
The 2020 Commission Report on the North Korean Nuclear Attacks Against The United States,Dr Jeffrey Lewis,15.99,15.99,0753553171,ePUB,304.0,9780753553176
The Scottish Clearances,T. M. Devine,15.99,15.99,0141985941,ePUB,400.0,9780141985947
Midnight at the Blackbird Cafe,Heather Webber,19.5,15.99,1250198607,ePUB,,9781250198600
No One Is Too Small to Make a Difference,Greta Thunberg,14.99,14.99,0141991755,ePUB,80.0,9780141991757
10 Minutes 38 Seconds in this Strange World,Elif Shafak,15.99,15.99,0241979455,ePUB,368.0,9780241979457
Gypsy,Lesley Pearse,15.99,15.99,014191033X,ePUB,544.0,9780141910338
The Gutter Prayer,Gareth Hanrahan,12.99,12.99,0356511510,ePUB,544.0,9780356511511
The Polyvagal Theory in Therapy,Deb Dana,51.34,41.99,0393712389,ePUB,,9780393712384
Ask and It Is Given,Esther Hicks|Jerry Hicks,18.34,14.99,1401919278,ePUB,314.0,9781401919276
How to Make People Like You in 90 Seconds or Less,Nicholas Boothman,19.99,19.99,0761148426,ePUB,203.0,9780761148425
The Closed Circle,Jonathan Coe,15.99,15.99,014190416X,ePUB,448.0,9780141904160
Astrology for the Soul,Jan Spiller,25.7,20.99,0307426750,ePUB,,9780307426758
Where Good Ideas Come From,Steven Johnson,15.99,15.99,0141964596,ePUB,336.0,9780141964591
The Boy with the Topknot,Sathnam Sanghera,15.99,15.99,0670923095,ePUB,336.0,9780670923090
The Other Side of the Story,Marian Keyes,15.99,15.99,014190965X,ePUB,656.0,9780141909653
Claiming the Dragon King,Amelia Hutchins,6.99,6.99,0997720107,ePUB,,9780997720105
Lean In,Sheryl Sandberg,18.99,18.99,0753549069,ePUB,240.0,9780753549063
The Lost Hero (Heroes of Olympus Book 1),Rick Riordan,9.99,9.99,014196555X,ePUB,576.0,9780141965550
Another Woman,Penny Vincenzi,12.99,12.99,0755351479,ePUB,640.0,9780755351473
The Art of War,Sun Tzu,16.99,16.99,0857081020,ePUB,220.0,9780857081025
Titmuss Regained,John Mortimer,15.99,15.99,0141959851,ePUB,272.0,9780141959856
Thin,Grace Bowman,18.99,18.99,0141905573,ePUB,304.0,9780141905570
Shadow of Night,Deborah Harkness,13.99,13.99,0755384768,ePUB,605.0,9780755384761
Lover Mine,J. R. Ward,11.99,11.99,0748117466,ePUB,544.0,9780748117468
Notes to Self,Emilie Pine,15.99,15.99,0241986230,ePUB,192.0,9780241986233
Going Dutch,Katie Fforde,15.99,15.99,1407011340,ePUB,432.0,9781407011349
The French Slow Cooker,Michele Scicolone|Alan Richardson,39.59,31.99,0547607954,ePUB,240.0,9780547607955
Night Frost,R D Wingfield,15.99,15.99,1407068067,ePUB,432.0,9781407068060
Hope,Lesley Pearse,15.99,15.99,0141900946,ePUB,688.0,9780141900940
Dear Evan Hansen,Val Emmich|Justin Paul|Steven Levenson|Benj Pasek,12.99,12.99,0241361869,ePUB,368.0,9780241361863
1st to Die,James Patterson,12.99,12.99,0755387058,ePUB,375.0,9780755387052
There Is No Planet B,Mike Berners-Lee,18.95,18.95,1108337511,PDF,0.0,9781108337519
A Short History of Europe,Simon Jenkins,15.99,15.99,0241352533,ePUB,400.0,9780241352533
Strumpet City,James Plunkett,8.99,8.99,071715565X,ePUB,560.0,9780717155651
Arnhem,Antony Beevor,14.99,14.99,0141941294,ePUB,496.0,9780141941295
Mr Loverman,Bernardine Evaristo,15.99,15.99,0241963915,ePUB,288.0,9780241963913
"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 1",Kisetsu Morita|Benio,17.6,16.99,0316448281,ePUB,,9780316448284
Paradise Lodge,Nina Stibbe,15.99,15.99,0241974933,ePUB,320.0,9780241974933
The Bridge at Remagen,Ken Hechler,10.27,9.99,0307514927,ePUB,,9780307514929
The Eagle and the Wolves (Eagles of the Empire 4),Simon Scarrow,12.99,12.99,0755350855,ePUB,448.0,9780755350858
A Perfect Spy,John le Carré,15.99,15.99,0241322499,ePUB,688.0,9780241322499
Blood Song,Anthony Ryan,12.99,12.99,1405525967,ePUB,592.0,9781405525961
The Secret Diary of Adrian Mole Aged 13 ¾,Sue Townsend,9.99,9.99,0141962909,ePUB,272.0,9780141962900
The Girl On Legare Street,Karen White,10.27,9.99,1101155647,ePUB,,9781101155646
Excession,Iain M. Banks,12.99,12.99,0748110003,ePUB,464.0,9780748110001
Brothers York,Thomas Penn,19.99,19.99,0718197291,ePUB,640.0,9780718197292
How I Made $2 Million in the Stock Market,Nicolas Darvas,21.99,20.99,0857191411,ePUB,198.0,9780857191410
Hellion,Karen Lynch,6.87,6.87,1370046782,ePUB,,9781370046782
The Summer Queen,Elizabeth Chadwick,12.99,12.99,0748133836,ePUB,496.0,9780748133833
You Can't Hide (The Chicago Series Book 4),Karen Rose,22.75,22.75,0755384830,Paperback,448.0,9780755384839
The Blind Assassin,Margaret Atwood,11.99,11.99,0748113347,ePUB,656.0,9780748113347
Postmortem,Patricia Cornwell,12.99,12.99,0748109501,ePUB,416.0,9780748109500
One Of Us Is Next,Karen M. McManus,9.99,9.99,0241376939,ePUB,308.0,9780241376935
Our Man in Charleston,Christopher Dickey,25.7,20.99,0307887294,ePUB,,9780307887290
Solo,Jill Mansell,11.99,11.99,0755351878,ePUB,300.0,9780755351879
Alaska,James A. Michener,27.42,21.99,0804151423,ePUB,,9780804151429
The Hand That First Held Mine,Maggie O'Farrell,11.99,11.99,0755373278,ePUB,352.0,9780755373277
Hardwired,Meredith Wild,22.17,21.75,0989768414,Paperback,288.0,9780989768412
Welcome To Rosie Hopkins' Sweetshop Of Dreams,Jenny Colgan,12.99,12.99,074812196X,ePUB,400.0,9780748121960
The Firm,John Grisham,15.99,15.99,1407059041,ePUB,496.0,9781407059044
The Eagle In The Sand (Eagles of the Empire 7),Simon Scarrow,12.99,12.99,0755350804,ePUB,448.0,9780755350803
The Body Farm,Patricia Cornwell,11.99,11.99,0748109587,ePUB,400.0,9780748109586
Raise the Titanic,Clive Cussler,11.99,11.99,0748114335,ePUB,320.0,9780748114337
Last Chance Saloon,Marian Keyes,15.99,15.99,014190982X,ePUB,608.0,9780141909820
"Change Your Thoughts, Change Your Life",Dr. Wayne W. Dyer,19.06,15.99,1401920527,ePUB,395.0,9781401920524
The Sword Of Shannara,Terry Brooks,12.99,12.99,140551566X,ePUB,672.0,9781405515665
The Dollhouse,Fiona Davis,23.99,19.99,1101985003,ePUB,,9781101985007
The Leadership Challenge,James M. Kouzes|Barry Z. Posner,41.79,41.79,111927897X,ePUB,0.0,9781119278979
The Boundless Sea,David Abulafia,19.99,19.99,0141972092,ePUB,512.0,9780141972091
A Pound Of Flesh,Alex Gray,12.99,12.99,0748117385,ePUB,352.0,9780748117383
Blue Monday,Nicci French,15.99,15.99,0141970251,ePUB,432.0,9780141970257
The Lady in the Lake and Other Novels,Raymond Chandler,16.99,16.99,0141190760,ePUB,608.0,9780141190761
Masters of Rome,Robert Fabbri,9.49,8.99,0857899643,ePUB,300.0,9780857899644
The First Fifteen Lives of Harry August,Claire North,11.99,11.99,1405528257,ePUB,416.0,9781405528252
Stardust,Neil Gaiman,22.99,19.25,0755322827,Paperback,214.0,9780755322824
Our Band Could Be Your Life,Michael Azerrad,25.99,25.99,0316247189,ePUB,528.0,9780316247184
Hunger,Michael Grant,13.99,13.99,0061911496,ePUB,608.0,9780061911491
Any Human Heart,William Boyd,15.99,15.99,0141925329,ePUB,512.0,9780141925325
A Moment of War,Laurie Lee,15.99,15.99,0141929553,ePUB,192.0,9780141929552
The Catcher in the Rye,J. D. Salinger,15.99,15.99,0241988799,ePUB,240.0,9780241988794
The Rule of Law,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,15.99,15.99,0141962011,ePUB,224.0,9780141962016
Path of the Assassin,Brad Thor,9.99,9.99,0743483308,ePUB,384.0,9780743483308
March of the Lemmings,Stewart Lee,18.69,15.99,0571357040,ePUB,324.0,9780571357048
The Case of the Missing Boyfriend,Nick Alexander,5.99,5.99,0857896318,ePUB,200.0,9780857896315
Bloodline,Mark Billingham,12.99,12.99,0748111468,ePUB,352.0,9780748111466
The Collector,Nora Roberts,11.99,11.99,1405522771,ePUB,496.0,9781405522779
The Deceivers,Kristen Simmons,14.95,11.99,125017581X,ePUB,,9781250175816
Profit First,Mike Michalowicz,29.14,23.99,0735214166,ePUB,,9780735214163
Crime and Punishment,Fyodor Dostoevsky,10.99,10.99,0141956968,ePUB,720.0,9780141956961
Matter,Iain M. Banks,12.99,12.99,0748110046,ePUB,608.0,9780748110049
Caves of Steel,Isaac Asimov,13.19,10.99,0307792412,ePUB,,9780307792419
If Beale Street Could Talk,James Baldwin,15.99,15.99,0141963794,ePUB,240.0,9780141963792
Everything is Figureoutable,Marie Forleo,4.99,4.99,0241341043,ePUB,240.0,9780241341049
The Glass Woman,Caroline Lea,15.99,15.99,1405934638,ePUB,464.0,9781405934633
The Labyrinth Index,Charles Stross,12.99,12.99,0356511073,ePUB,368.0,9780356511078
Billy Connolly's Tracks Across America,Billy Connolly,19.99,19.99,075156415X,ePUB,288.0,9780751564150
The Elements of Style,William Strunk Jr.,5.8,5.8,0486113701,ePUB,64.0,9780486113708
One Cretan Evening and Other Stories,Victoria Hislop,3.99,3.99,0755389506,ePUB,72.0,9780755389506
Brain Freeze,Tom Fletcher,1.99,1.99,0241334225,ePUB,112.0,9780241334225
Mere Christianity,C. S. Lewis,5.99,5.99,0061947431,ePUB,256.0,9780061947438
The Bones Beneath,Mark Billingham,11.99,11.99,1405527587,ePUB,400.0,9781405527583
A Mother's Courage,Dilly Court,15.99,15.99,1407004565,ePUB,544.0,9781407004563
A Winter's Tale,Trisha Ashley,9.99,9.99,0007328915,ePUB,416.0,9780007328918
Me Talk Pretty One Day,David Sedaris,12.99,12.99,0748123032,ePUB,288.0,9780748123032
The Hairy Bikers' 12 Days of Christmas,Hairy Bikers,19.99,19.99,0297864548,ePUB,224.0,9780297864547
The Legion (Eagles of the Empire 10),Simon Scarrow,12.99,12.99,0755357205,ePUB,448.0,9780755357208
Quite Ugly One Morning,Christopher Brookmyre,11.99,11.99,0748132031,ePUB,320.0,9780748132034
The Tea Planter's Wife,Dinah Jefferies,15.99,15.99,0241969565,ePUB,386.0,9780241969564
Ayoade on Top,Richard Ayoade,14.29,12.99,0571339158,ePUB,256.0,9780571339150
Immortal in Death,J.D. Robb,11.99,11.99,0748121773,ePUB,352.0,9780748121779
Into the Fire,Gregg Hurwitz,15.99,15.99,1405928573,ePUB,400.0,9781405928571
The Bracelet,Fredrica Alleyn,16.99,16.99,0753549042,ePUB,320.0,9780753549049
Belle,Lesley Pearse,15.99,15.99,0141964073,ePUB,624.0,9780141964072
Village Christmas,Laurie Lee,14.99,14.99,0241243688,ePUB,200.0,9780241243688
Rivers of London,Ben Aaronovitch,11.99,11.99,0575097590,ePUB,384.0,9780575097599
Rafa,Rafael Nadal|John Carlin,12.99,12.99,0748129456,ePUB,320.0,9780748129454
You Are the Placebo,Dr. Joe Dispenza,27.86,22.99,1401944868,ePUB,,9781401944865
White Teeth,Zadie Smith,15.99,15.99,0141939230,ePUB,560.0,9780141939230
An Almost Perfect Christmas,Nina Stibbe,15.99,15.99,0241981360,ePUB,176.0,9780241981368
The Children's Block,Otto B Kraus,15.99,15.99,147357322X,ePUB,320.0,9781473573222
Caves of Steel,Isaac Asimov,13.19,10.99,0307792412,ePUB,,9780307792419
How Not to Be a Professional Racing Driver,Jason Plato,14.99,14.99,0241404177,ePUB,304.0,9780241404171
Billy and Me,Giovanna Fletcher,15.99,15.99,140590996X,ePUB,416.0,9781405909969
The Paleo Diet Revised,Loren Cordain,29.69,23.99,054418761X,ePUB,288.0,9780544187610
Thief Of Time,Terry Pratchett,15.99,15.99,1407035282,ePUB,432.0,9781407035284
On Dublin Street,Samantha Young,15.99,15.99,1405912995,ePUB,416.0,9781405912990
John,Michael Card,37.07,37.07,0830844139,Paperback,237.0,9780830844135
Before They Are Hanged : First Law,Joe Abercrombie,12.99,12.99,0575091517,ePUB,592.0,9780575091511
Hinds' Feet on High Places,Hannah Hurnard,28.99,26.25,084231394X,Hardcover,320.0,9780842313940
1984,George Orwell,9.99,9.99,0547249640,ePUB,,9780547249643
Dominic,L.A. Casey,4.99,4.99,0992984912,ePUB,,9780992984915
Underland,Robert Macfarlane,16.99,16.99,0241146429,ePUB,496.0,9780241146422
Moving Pictures,Terry Pratchett,15.99,15.99,1407034731,ePUB,400.0,9781407034737
Be As You Are,David Godman|Sri Ramana Maharshi,14.99,14.99,0141935383,ePUB,272.0,9780141935386
Gateway to the Seer Realm,Barbie Breathitt,32.63,32.63,0768403057,Paperback,316.0,9780768403053
Giovanni's Room,James Baldwin,15.99,15.99,0141903988,ePUB,176.0,9780141903989
Pop Goes the Weasel,M. J. Arlidge,15.99,15.99,1405914971,ePUB,464.0,9781405914970
Goodnight Lady,Martina Cole,24.99,21.75,075537407X,Paperback,832.0,9780755374076
The Dark Forest,Cixin Liu,52.25,52.25,076537708X,Hardcover,512.0,9780765377081
A Mistletoe Kiss,Katie Flynn,15.99,15.99,1407070746,ePUB,448.0,9781407070742
Stalingrad,Antony Beevor,15.99,15.99,0141926104,ePUB,512.0,9780141926100
Interesting Times,Terry Pratchett,14.99,14.99,1407034960,ePUB,432.0,9781407034966
Hornblower and the Crisis,C.S. Forester,15.99,15.99,0141928980,ePUB,176.0,9780141928982
The Woman Who Walked into the Sea,Mark Douglas-Home,15.99,15.99,1405923598,ePUB,336.0,9781405923590
Permafrost,Alastair Reynolds,6.22,5.99,1250303559,ePUB,,9781250303554
The Enemy,Tom Wood,16.99,16.99,0748122869,ePUB,400.0,9780748122868
Bless Her Dead Heart,Meg Collett,1.39,1.39,046320882X,ePUB,,9780463208823
A Wrinkle in Time,Madeleine L'Engle,9.99,9.99,0141929561,ePUB,208.0,9780141929569
The Diary of a Nobody,George Grossmith|Weedon Grossmith|Ed Glinert,10.99,10.99,0141905697,ePUB,256.0,9780141905693
Kitchen Confidential,Anthony Bourdain,19.99,17.99,1408820854,ePUB,336.0,9781408820858
The Legend of Podkin One-Ear,Kieran Larwood,10.99,9.99,057132827X,ePUB,288.0,9780571328277
Healing Back Pain,John E. Sarno,12.99,12.99,0759520844,ePUB,300.0,9780759520844
Guards! Guards!,Terry Pratchett,14.99,14.99,1407034693,ePUB,432.0,9781407034690
A Spell of Winter,Helen Dunmore,15.99,15.99,0141933410,ePUB,320.0,9780141933412
Jolly Foul Play,Robin Stevens,9.99,9.99,0141369701,ePUB,336.0,9780141369709
The Complete Book of Chalk Lettering,Valerie McKeehan,23.99,23.99,0761187049,ePUB,144.0,9780761187042
"Ask Again, Yes",Mary Beth Keane,15.99,15.99,1405943149,ePUB,400.0,9781405943147
One by One,Chris Carter,16.99,16.99,0857203096,ePUB,512.0,9780857203090
Cross and Burn,Val McDermid,11.99,11.99,1405523123,ePUB,448.0,9781405523127
Smiley's People,John le Carré,15.99,15.99,0241322537,ePUB,464.0,9780241322536
Lustrum,Robert Harris,15.99,15.99,1409021319,ePUB,464.0,9781409021315
What's Tha Up To?,Martyn Johnson,12.99,12.99,0748129022,ePUB,192.0,9780748129027
Princeps' Fury,Jim Butcher,11.99,11.99,074811288X,ePUB,512.0,9780748112883
Pathfinder's Way,T.A. White,4.15,4.15,1310928339,ePUB,,9781310928338
Me Before You,Jojo Moyes,15.99,15.99,0141969180,ePUB,528.0,9780141969183
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,11.99,11.99,0748110615,ePUB,256.0,9780748110612
Barbarians at the Gate,Bryan Burrough|John Helyar,6.99,6.99,0061804037,ePUB,624.0,9780061804038
The Giver,Lois Lowry,5.99,5.99,0547345909,ePUB,192.0,9780547345901
Bones to Ashes,Kathy Reichs,15.99,15.99,1407070045,ePUB,464.0,9781407070049
The Great Gatsby,F. Scott Fitzgerald,30.25,30.25,0743273567,Paperback,180.0,9780743273565
Bad Behavior,Mary Gaitskill,15.99,15.99,0241383110,ePUB,208.0,9780241383117
4th of July,James Patterson|Maxine Paetro,36.4,36.4,0446179663,Paperback,400.0,9780446179669
2nd Chance,James Patterson|Andrew Gross,12.99,12.99,0755387066,ePUB,340.0,9780755387069
The Last,Hanna Jameson,15.99,15.99,0241984009,ePUB,352.0,9780241984000
The Misfit,Rosie Goodwin,11.99,11.99,0755385748,ePUB,313.0,9780755385744
The Man Who Saw Everything,Deborah Levy,15.99,15.99,0241977614,ePUB,208.0,9780241977613
The Bride,Julie Garwood,17.14,13.99,1101533110,ePUB,1.0,9781101533116
Air Bound,Christine Feehan,7.99,7.99,034940187X,ePUB,400.0,9780349401874
Demon's Dance,Keri Arthur,6.99,6.99,0648324656,ePUB,,9780648324652
The End,Ian Kershaw,16.99,16.99,0141957077,ePUB,592.0,9780141957074
"Dead Beat (PI Kate Brannigan, Book 1)",Val McDermid,12.99,12.99,0007327641,ePUB,288.0,9780007327645
The Casual Vacancy,J.K. Rowling,12.99,12.99,1405519223,ePUB,480.0,9781405519229
Shutter Island,Dennis Lehane,11.99,11.99,0748124802,ePUB,304.0,9780748124800
Mrs Dalloway,Virginia Woolf|Elaine Showalter,10.99,10.99,0141904100,ePUB,288.0,9780141904108
Whatever It Takes,Adele Parks,12.99,12.99,0755371364,ePUB,377.0,9780755371365
The Ship,C.S. Forester,15.99,15.99,0141959231,ePUB,256.0,9780141959238
Silent Scream (The Minneapolis Series Book 2),Karen Rose,11.99,11.99,075537326X,ePUB,544.0,9780755373260
Sharpe's Gold,Bernard Cornwell,12.99,12.99,0007338678,ePUB,304.0,9780007338672
Afghan Heat,Steve Stone,5.18,5.18,1301917095,ePUB,,9781301917099
Cold Days,Jim Butcher,20.4,20.4,0356500950,Paperback,646.0,9780356500959
Dark Watch,Clive Cussler|Jack du Brul,14.99,14.99,1405909919,ePUB,496.0,9781405909914
The Book of Life,Deborah Harkness,12.99,12.99,0755384806,ePUB,592.0,9780755384808
Grief Is the Thing with Feathers,Max Porter,14.29,12.99,0571323774,ePUB,96.0,9780571323777
A Short History of Brexit,Kevin O'Rourke,15.99,15.99,0241398339,ePUB,320.0,9780241398333
Silver in the Wood,Emily Tesh,6.22,5.99,1250229782,ePUB,,9781250229786
Keep Your Brain Alive,Lawrence Katz|Manning Rubin,20.25,20.25,0761168931,Paperback,204.0,9780761168935
Absolute Friends,John le Carré,15.99,15.99,0241321948,ePUB,464.0,9780241321942
Blood of Elves,Andrzej Sapkowski,12.99,12.99,0575087498,ePUB,320.0,9780575087491
Promise of Blood,Brian McClellan,11.99,11.99,1405519940,ePUB,608.0,9781405519946
A Dark-Adapted Eye,Barbara Vine,15.99,15.99,0141938269,ePUB,304.0,9780141938264
